date,state,district,pincode,demo_age_5_17,demo_age_17_
01-12-2025,Tamil Nadu,Krishnagiri,635114,0,5
01-12-2025,Tamil Nadu,Krishnagiri,635116,3,15
01-12-2025,Tamil Nadu,Krishnagiri,635118,2,12
01-12-2025,Tamil Nadu,Krishnagiri,635119,1,13
01-12-2025,Tamil Nadu,Krishnagiri,635123,0,9
01-12-2025,Tamil Nadu,Krishnagiri,635306,1,10
28-11-2025,Tamil Nadu,Krishnagiri,635102,2,11
28-11-2025,Tamil Nadu,Krishnagiri,635103,1,15
28-11-2025,Tamil Nadu,Krishnagiri,635108,1,6
28-11-2025,Tamil Nadu,Krishnagiri,635110,0,13
28-11-2025,Tamil Nadu,Krishnagiri,635115,1,10
28-11-2025,Tamil Nadu,Krishnagiri,635123,0,3
28-11-2025,Tamil Nadu,Krishnagiri,636902,0,2
27-11-2025,Tamil Nadu,Krishnagiri,635105,2,15
27-11-2025,Tamil Nadu,Krishnagiri,635106,0,4
27-11-2025,Tamil Nadu,Krishnagiri,635107,1,16
27-11-2025,Tamil Nadu,Krishnagiri,635110,3,14
27-11-2025,Tamil Nadu,Krishnagiri,635112,3,26
27-11-2025,Tamil Nadu,Krishnagiri,635119,2,3
27-11-2025,Tamil Nadu,Krishnagiri,635121,3,12
27-11-2025,Tamil Nadu,Krishnagiri,635204,1,5
27-11-2025,Tamil Nadu,Krishnagiri,635207,7,15
27-11-2025,Tamil Nadu,Krishnagiri,635306,0,12
30-11-2025,Tamil Nadu,Krishnagiri,635105,0,4
30-11-2025,Tamil Nadu,Krishnagiri,635106,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635109,5,12
30-11-2025,Tamil Nadu,Krishnagiri,635110,0,3
30-11-2025,Tamil Nadu,Krishnagiri,635114,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635117,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635121,0,2
30-11-2025,Tamil Nadu,Krishnagiri,635206,0,1
30-11-2025,Tamil Nadu,Krishnagiri,636902,0,1
01-03-2025,Tamil Nadu,Krishnagiri,635104,56,564
01-03-2025,Tamil Nadu,Krishnagiri,635123,12,138
01-04-2025,Tamil Nadu,Krishnagiri,635109,224,1630
01-03-2025,Tamil Nadu,Krishnagiri,635108,19,192
01-03-2025,Tamil Nadu,Krishnagiri,635119,19,180
01-03-2025,Tamil Nadu,Krishnagiri,635102,25,343
01-03-2025,Tamil Nadu,Krishnagiri,635114,26,223
01-07-2025,Tamil Nadu,Krishnagiri,635109,375,2259
02-09-2025,Tamil Nadu,Krishnagiri,635108,2,11
02-09-2025,Tamil Nadu,Krishnagiri,635110,1,9
02-09-2025,Tamil Nadu,Krishnagiri,635113,3,12
02-09-2025,Tamil Nadu,Krishnagiri,635116,1,11
02-09-2025,Tamil Nadu,Krishnagiri,635118,3,18
02-09-2025,Tamil Nadu,Krishnagiri,635121,3,12
02-09-2025,Tamil Nadu,Krishnagiri,635124,0,15
01-09-2025,Tamil Nadu,Krishnagiri,635112,4,22
01-09-2025,Tamil Nadu,Krishnagiri,635113,3,17
01-09-2025,Tamil Nadu,Krishnagiri,635117,1,26
01-09-2025,Tamil Nadu,Krishnagiri,635119,0,8
01-09-2025,Tamil Nadu,Krishnagiri,635123,0,1
01-09-2025,Tamil Nadu,Krishnagiri,635201,0,5
01-09-2025,Tamil Nadu,Krishnagiri,635304,3,10
01-09-2025,Tamil Nadu,Krishnagiri,635307,8,22
03-09-2025,Tamil Nadu,Krishnagiri,635109,14,58
03-09-2025,Tamil Nadu,Krishnagiri,635206,2,13
03-09-2025,Tamil Nadu,Krishnagiri,635306,0,4
04-09-2025,Tamil Nadu,Krishnagiri,635002,0,5
04-09-2025,Tamil Nadu,Krishnagiri,635115,5,13
04-09-2025,Tamil Nadu,Krishnagiri,635119,1,4
04-09-2025,Tamil Nadu,Krishnagiri,635121,3,7
04-09-2025,Tamil Nadu,Krishnagiri,635204,3,8
04-09-2025,Tamil Nadu,Krishnagiri,635304,3,5
05-09-2025,Tamil Nadu,Krishnagiri,635101,0,4
05-09-2025,Tamil Nadu,Krishnagiri,635105,2,2
05-09-2025,Tamil Nadu,Krishnagiri,635107,0,2
05-09-2025,Tamil Nadu,Krishnagiri,635110,0,2
05-09-2025,Tamil Nadu,Krishnagiri,635113,1,6
05-09-2025,Tamil Nadu,Krishnagiri,635116,2,4
05-09-2025,Tamil Nadu,Krishnagiri,635118,0,1
05-09-2025,Tamil Nadu,Krishnagiri,635119,0,2
05-09-2025,Tamil Nadu,Krishnagiri,635120,0,2
05-09-2025,Tamil Nadu,Krishnagiri,636902,0,2
07-09-2025,Tamil Nadu,Krishnagiri,635109,1,5
07-09-2025,Tamil Nadu,Krishnagiri,635204,0,3
07-09-2025,Tamil Nadu,Krishnagiri,635206,0,1
07-09-2025,Tamil Nadu,Krishnagiri,635304,0,1
06-09-2025,Tamil Nadu,Krishnagiri,635108,1,13
06-09-2025,Tamil Nadu,Krishnagiri,635117,10,20
06-09-2025,Tamil Nadu,Krishnagiri,635119,0,2
06-09-2025,Tamil Nadu,Krishnagiri,635120,5,12
06-09-2025,Tamil Nadu,Krishnagiri,635201,1,0
06-09-2025,Tamil Nadu,Krishnagiri,635206,2,9
06-09-2025,Tamil Nadu,Krishnagiri,636806,0,3
09-09-2025,Tamil Nadu,Krishnagiri,635001,13,24
09-09-2025,Tamil Nadu,Krishnagiri,635103,3,6
09-09-2025,Tamil Nadu,Krishnagiri,635105,0,8
09-09-2025,Tamil Nadu,Krishnagiri,635107,4,37
09-09-2025,Tamil Nadu,Krishnagiri,635110,4,6
09-09-2025,Tamil Nadu,Krishnagiri,635112,3,21
09-09-2025,Tamil Nadu,Krishnagiri,635114,1,10
09-09-2025,Tamil Nadu,Krishnagiri,635116,1,20
09-09-2025,Tamil Nadu,Krishnagiri,635117,2,22
09-09-2025,Tamil Nadu,Krishnagiri,635121,2,10
09-09-2025,Tamil Nadu,Krishnagiri,635124,0,2
09-09-2025,Tamil Nadu,Krishnagiri,635126,2,27
09-09-2025,Tamil Nadu,Krishnagiri,635201,0,3
09-09-2025,Tamil Nadu,Krishnagiri,635203,2,29
09-09-2025,Tamil Nadu,Krishnagiri,635204,0,4
09-09-2025,Tamil Nadu,Krishnagiri,635207,2,25
09-09-2025,Tamil Nadu,Krishnagiri,636902,0,1
08-09-2025,Tamil Nadu,Krishnagiri,635001,19,24
08-09-2025,Tamil Nadu,Krishnagiri,635115,5,17
08-09-2025,Tamil Nadu,Krishnagiri,635119,0,3
08-09-2025,Tamil Nadu,Krishnagiri,635122,4,17
08-09-2025,Tamil Nadu,Krishnagiri,635307,9,12
10-09-2025,Tamil Nadu,Krishnagiri,635101,4,4
10-09-2025,Tamil Nadu,Krishnagiri,635104,3,16
10-09-2025,Tamil Nadu,Krishnagiri,635106,1,3
10-09-2025,Tamil Nadu,Krishnagiri,635107,3,33
10-09-2025,Tamil Nadu,Krishnagiri,635114,0,6
10-09-2025,Tamil Nadu,Krishnagiri,635119,0,11
10-09-2025,Tamil Nadu,Krishnagiri,635121,3,12
10-09-2025,Tamil Nadu,Krishnagiri,635123,1,4
10-09-2025,Tamil Nadu,Krishnagiri,635124,0,2
10-09-2025,Tamil Nadu,Krishnagiri,635203,3,22
10-09-2025,Tamil Nadu,Krishnagiri,635207,2,23
11-09-2025,Tamil Nadu,Krishnagiri,635106,0,3
11-09-2025,Tamil Nadu,Krishnagiri,635108,3,5
11-09-2025,Tamil Nadu,Krishnagiri,635111,0,1
11-09-2025,Tamil Nadu,Krishnagiri,635114,0,2
11-09-2025,Tamil Nadu,Krishnagiri,635118,1,15
11-09-2025,Tamil Nadu,Krishnagiri,635119,0,7
11-09-2025,Tamil Nadu,Krishnagiri,635120,3,10
11-09-2025,Tamil Nadu,Krishnagiri,635124,0,2
11-09-2025,Tamil Nadu,Krishnagiri,635126,6,31
11-09-2025,Tamil Nadu,Krishnagiri,635201,1,7
11-09-2025,Tamil Nadu,Krishnagiri,635206,2,8
11-09-2025,Tamil Nadu,Krishnagiri,635306,1,7
11-09-2025,Tamil Nadu,Krishnagiri,636806,1,2
13-09-2025,Tamil Nadu,Krishnagiri,635109,9,41
13-09-2025,Tamil Nadu,Krishnagiri,635112,4,8
13-09-2025,Tamil Nadu,Krishnagiri,635115,1,9
13-09-2025,Tamil Nadu,Krishnagiri,635204,2,3
13-09-2025,Tamil Nadu,Krishnagiri,635206,4,6
13-09-2025,Tamil Nadu,Krishnagiri,635207,5,10
13-09-2025,Tamil Nadu,Krishnagiri,635304,1,4
13-09-2025,Tamil Nadu,Krishnagiri,635306,3,4
12-09-2025,Tamil Nadu,Krishnagiri,635001,14,26
12-09-2025,Tamil Nadu,Krishnagiri,635002,4,10
12-09-2025,Tamil Nadu,Krishnagiri,635102,0,7
12-09-2025,Tamil Nadu,Krishnagiri,635106,1,6
12-09-2025,Tamil Nadu,Krishnagiri,635112,6,27
12-09-2025,Tamil Nadu,Krishnagiri,635116,1,10
12-09-2025,Tamil Nadu,Krishnagiri,635117,9,25
12-09-2025,Tamil Nadu,Krishnagiri,635119,1,7
12-09-2025,Tamil Nadu,Krishnagiri,635124,0,2
12-09-2025,Tamil Nadu,Krishnagiri,635203,10,23
12-09-2025,Tamil Nadu,Krishnagiri,635654,0,1
12-09-2025,Tamil Nadu,Krishnagiri,636812,0,1
12-09-2025,Tamil Nadu,Krishnagiri,636902,0,4
15-09-2025,Tamil Nadu,Krishnagiri,635102,2,18
15-09-2025,Tamil Nadu,Krishnagiri,635207,5,21
15-09-2025,Tamil Nadu,Krishnagiri,636806,0,5
14-09-2025,Tamil Nadu,Krishnagiri,635001,0,2
14-09-2025,Tamil Nadu,Krishnagiri,635002,0,2
14-09-2025,Tamil Nadu,Krishnagiri,635207,1,3
17-09-2025,Tamil Nadu,Krishnagiri,635101,0,9
17-09-2025,Tamil Nadu,Krishnagiri,635112,9,34
17-09-2025,Tamil Nadu,Krishnagiri,635115,0,15
17-09-2025,Tamil Nadu,Krishnagiri,635118,0,11
17-09-2025,Tamil Nadu,Krishnagiri,635121,1,17
17-09-2025,Tamil Nadu,Krishnagiri,635201,1,6
17-09-2025,Tamil Nadu,Krishnagiri,635204,2,12
17-09-2025,Tamil Nadu,Krishnagiri,635206,6,14
17-09-2025,Tamil Nadu,Krishnagiri,635307,5,21
16-09-2025,Tamil Nadu,Krishnagiri,635102,2,3
16-09-2025,Tamil Nadu,Krishnagiri,635108,0,6
16-09-2025,Tamil Nadu,Krishnagiri,635110,1,12
16-09-2025,Tamil Nadu,Krishnagiri,635114,1,6
16-09-2025,Tamil Nadu,Krishnagiri,635122,0,8
16-09-2025,Tamil Nadu,Krishnagiri,635204,0,4
18-09-2025,Tamil Nadu,Krishnagiri,635001,5,31
18-09-2025,Tamil Nadu,Krishnagiri,635119,0,7
18-09-2025,Tamil Nadu,Krishnagiri,635124,0,1
18-09-2025,Tamil Nadu,Krishnagiri,635126,8,12
19-09-2025,Tamil Nadu,Krishnagiri,635103,1,17
19-09-2025,Tamil Nadu,Krishnagiri,635106,0,6
19-09-2025,Tamil Nadu,Krishnagiri,635108,1,2
19-09-2025,Tamil Nadu,Krishnagiri,635115,1,10
19-09-2025,Tamil Nadu,Krishnagiri,635122,0,14
19-09-2025,Tamil Nadu,Krishnagiri,635204,2,6
19-09-2025,Tamil Nadu,Krishnagiri,635304,2,11
19-09-2025,Tamil Nadu,Krishnagiri,635307,10,14
19-09-2025,Tamil Nadu,Krishnagiri,635654,0,1
20-09-2025,Tamil Nadu,Krishnagiri,635109,16,57
20-09-2025,Tamil Nadu,Krishnagiri,635110,4,5
20-09-2025,Tamil Nadu,Krishnagiri,635118,1,7
20-09-2025,Tamil Nadu,Krishnagiri,635123,0,4
20-09-2025,Tamil Nadu,Krishnagiri,635124,1,5
20-09-2025,Tamil Nadu,Krishnagiri,635304,1,6
13-10-2025,Tamil Nadu,Krishnagiri,635116,0,9
13-10-2025,Tamil Nadu,Krishnagiri,635119,0,3
13-10-2025,Tamil Nadu,Krishnagiri,635123,0,1
13-10-2025,Tamil Nadu,Krishnagiri,635201,0,2
13-10-2025,Tamil Nadu,Krishnagiri,635203,0,4
13-10-2025,Tamil Nadu,Krishnagiri,635206,0,2
15-10-2025,Tamil Nadu,Krishnagiri,635002,2,6
15-10-2025,Tamil Nadu,Krishnagiri,635102,2,13
15-10-2025,Tamil Nadu,Krishnagiri,635110,2,8
15-10-2025,Tamil Nadu,Krishnagiri,635112,5,12
15-10-2025,Tamil Nadu,Krishnagiri,635117,0,13
15-10-2025,Tamil Nadu,Krishnagiri,635201,2,7
15-10-2025,Tamil Nadu,Krishnagiri,635204,0,3
15-10-2025,Tamil Nadu,Krishnagiri,635207,3,13
15-10-2025,Tamil Nadu,Krishnagiri,635306,1,5
15-10-2025,Tamil Nadu,Krishnagiri,636902,3,1
16-11-2025,Tamil Nadu,Krishnagiri,635115,3,1
16-11-2025,Tamil Nadu,Krishnagiri,636902,1,1
03-12-2025,Tamil Nadu,Krishnagiri,635654,0,1
04-12-2025,Tamil Nadu,Krishnagiri,635106,1,0
07-12-2025,Tamil Nadu,Krishnagiri,635306,0,3
20-10-2025,Tamil Nadu,Krishnagiri,635001,7,6
20-10-2025,Tamil Nadu,Krishnagiri,635113,1,2
20-10-2025,Tamil Nadu,Krishnagiri,635116,1,2
20-10-2025,Tamil Nadu,Krishnagiri,635118,0,2
20-10-2025,Tamil Nadu,Krishnagiri,635201,1,0
21-10-2025,Tamil Nadu,Krishnagiri,635203,1,2
21-10-2025,Tamil Nadu,Krishnagiri,635204,1,0
21-10-2025,Tamil Nadu,Krishnagiri,635306,1,0
21-10-2025,Tamil Nadu,Krishnagiri,635307,0,3
23-10-2025,Tamil Nadu,Krishnagiri,635107,2,2
23-10-2025,Tamil Nadu,Krishnagiri,635108,1,1
23-10-2025,Tamil Nadu,Krishnagiri,635126,0,1
24-10-2025,Tamil Nadu,Krishnagiri,635001,7,24
24-10-2025,Tamil Nadu,Krishnagiri,635119,1,3
24-10-2025,Tamil Nadu,Krishnagiri,635122,2,17
24-10-2025,Tamil Nadu,Krishnagiri,635124,0,2
24-10-2025,Tamil Nadu,Krishnagiri,635203,4,9
24-10-2025,Tamil Nadu,Krishnagiri,635207,1,12
24-10-2025,Tamil Nadu,Krishnagiri,635306,1,6
24-10-2025,Tamil Nadu,Krishnagiri,636806,0,2
16-10-2025,Tamil Nadu,Krishnagiri,635101,1,8
16-10-2025,Tamil Nadu,Krishnagiri,635206,2,12
16-10-2025,Tamil Nadu,Krishnagiri,635207,0,11
16-10-2025,Tamil Nadu,Krishnagiri,635306,0,3
16-10-2025,Tamil Nadu,Krishnagiri,636806,0,2
17-10-2025,Tamil Nadu,Krishnagiri,635101,0,1
17-10-2025,Tamil Nadu,Krishnagiri,635106,0,3
17-10-2025,Tamil Nadu,Krishnagiri,635107,2,20
17-10-2025,Tamil Nadu,Krishnagiri,635204,0,5
17-10-2025,Tamil Nadu,Krishnagiri,635207,0,5
18-10-2025,Tamil Nadu,Krishnagiri,635102,3,5
18-10-2025,Tamil Nadu,Krishnagiri,635107,2,18
18-10-2025,Tamil Nadu,Krishnagiri,635109,10,37
18-10-2025,Tamil Nadu,Krishnagiri,635110,1,7
18-10-2025,Tamil Nadu,Krishnagiri,635114,3,10
18-10-2025,Tamil Nadu,Krishnagiri,635123,2,1
18-10-2025,Tamil Nadu,Krishnagiri,635204,0,3
18-10-2025,Tamil Nadu,Krishnagiri,635207,3,8
18-10-2025,Tamil Nadu,Krishnagiri,635307,1,13
19-10-2025,Tamil Nadu,Krishnagiri,635001,3,15
19-10-2025,Tamil Nadu,Krishnagiri,635103,1,4
19-10-2025,Tamil Nadu,Krishnagiri,635112,2,16
19-10-2025,Tamil Nadu,Krishnagiri,635114,0,2
19-10-2025,Tamil Nadu,Krishnagiri,635115,1,5
19-10-2025,Tamil Nadu,Krishnagiri,635118,0,8
19-10-2025,Tamil Nadu,Krishnagiri,635121,3,6
19-10-2025,Tamil Nadu,Krishnagiri,635123,1,3
19-10-2025,Tamil Nadu,Krishnagiri,635204,4,1
26-10-2025,Tamil Nadu,Krishnagiri,635001,10,26
26-10-2025,Tamil Nadu,Krishnagiri,635105,0,9
26-10-2025,Tamil Nadu,Krishnagiri,635111,2,0
26-10-2025,Tamil Nadu,Krishnagiri,635112,7,18
25-10-2025,Tamil Nadu,Krishnagiri,635104,2,8
25-10-2025,Tamil Nadu,Krishnagiri,635113,4,17
25-10-2025,Tamil Nadu,Krishnagiri,635114,1,3
25-10-2025,Tamil Nadu,Krishnagiri,636806,0,2
27-10-2025,Tamil Nadu,Krishnagiri,635105,3,6
27-10-2025,Tamil Nadu,Krishnagiri,635126,3,12
27-10-2025,Tamil Nadu,Krishnagiri,635206,1,12
27-10-2025,Tamil Nadu,Krishnagiri,635306,3,7
27-10-2025,Tamil Nadu,Krishnagiri,635307,7,19
28-10-2025,Tamil Nadu,Krishnagiri,635001,4,16
28-10-2025,Tamil Nadu,Krishnagiri,635101,0,4
28-10-2025,Tamil Nadu,Krishnagiri,635103,2,7
28-10-2025,Tamil Nadu,Krishnagiri,635105,3,6
28-10-2025,Tamil Nadu,Krishnagiri,635110,0,4
28-10-2025,Tamil Nadu,Krishnagiri,635121,1,6
28-10-2025,Tamil Nadu,Krishnagiri,635123,1,2
28-10-2025,Tamil Nadu,Krishnagiri,635124,1,0
28-10-2025,Tamil Nadu,Krishnagiri,635126,2,14
28-10-2025,Tamil Nadu,Krishnagiri,635204,3,8
01-11-2025,Tamil Nadu,Krishnagiri,635654,0,2
01-11-2025,Tamil Nadu,Krishnagiri,636806,0,3
31-10-2025,Tamil Nadu,Krishnagiri,636806,1,4
11-12-2025,Tamil Nadu,Krishnagiri,635111,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635114,1,4
14-12-2025,Tamil Nadu,Krishnagiri,635122,2,8
20-12-2025,Tamil Nadu,Krishnagiri,636806,1,0
20-12-2025,Tamil Nadu,Krishnagiri,636812,0,1
22-12-2025,Tamil Nadu,Krishnagiri,635103,2,10
22-12-2025,Tamil Nadu,Krishnagiri,635105,0,10
22-12-2025,Tamil Nadu,Krishnagiri,635106,0,5
22-12-2025,Tamil Nadu,Krishnagiri,635109,14,63
22-12-2025,Tamil Nadu,Krishnagiri,635110,0,4
22-12-2025,Tamil Nadu,Krishnagiri,635114,0,4
22-12-2025,Tamil Nadu,Krishnagiri,635119,0,7
22-12-2025,Tamil Nadu,Krishnagiri,635120,0,4
22-12-2025,Tamil Nadu,Krishnagiri,635126,3,19
22-12-2025,Tamil Nadu,Krishnagiri,635307,5,17
22-12-2025,Tamil Nadu,Krishnagiri,636902,0,2
21-12-2025,Tamil Nadu,Krishnagiri,635002,0,1
21-12-2025,Tamil Nadu,Krishnagiri,635103,1,2
21-12-2025,Tamil Nadu,Krishnagiri,635107,0,1
21-12-2025,Tamil Nadu,Krishnagiri,635112,0,8
21-12-2025,Tamil Nadu,Krishnagiri,635116,0,3
21-12-2025,Tamil Nadu,Krishnagiri,635117,1,3
21-12-2025,Tamil Nadu,Krishnagiri,635203,0,2
21-12-2025,Tamil Nadu,Krishnagiri,635304,0,2
21-12-2025,Tamil Nadu,Krishnagiri,635307,0,4
15-12-2025,Tamil Nadu,Krishnagiri,635104,0,30
15-12-2025,Tamil Nadu,Krishnagiri,635107,2,37
15-12-2025,Tamil Nadu,Krishnagiri,635108,1,5
15-12-2025,Tamil Nadu,Krishnagiri,635111,0,1
15-12-2025,Tamil Nadu,Krishnagiri,635115,2,14
15-12-2025,Tamil Nadu,Krishnagiri,635121,2,14
15-12-2025,Tamil Nadu,Krishnagiri,635304,0,17
15-12-2025,Tamil Nadu,Krishnagiri,635306,0,16
08-12-2025,Tamil Nadu,Krishnagiri,635002,0,12
08-12-2025,Tamil Nadu,Krishnagiri,635120,0,12
08-12-2025,Tamil Nadu,Krishnagiri,635122,0,14
08-12-2025,Tamil Nadu,Krishnagiri,635126,8,48
08-12-2025,Tamil Nadu,Krishnagiri,635206,1,21
08-12-2025,Tamil Nadu,Krishnagiri,635207,3,30
09-12-2025,Tamil Nadu,Krishnagiri,635001,6,39
09-12-2025,Tamil Nadu,Krishnagiri,635002,1,11
09-12-2025,Tamil Nadu,Krishnagiri,635109,12,96
09-12-2025,Tamil Nadu,Krishnagiri,635112,7,12
09-12-2025,Tamil Nadu,Krishnagiri,635118,1,12
09-12-2025,Tamil Nadu,Krishnagiri,635120,1,7
09-12-2025,Tamil Nadu,Krishnagiri,635122,3,21
09-12-2025,Tamil Nadu,Krishnagiri,635123,2,3
09-12-2025,Tamil Nadu,Krishnagiri,635126,7,35
09-12-2025,Tamil Nadu,Krishnagiri,635204,1,9
09-12-2025,Tamil Nadu,Krishnagiri,635304,1,17
09-12-2025,Tamil Nadu,Krishnagiri,635306,2,11
09-12-2025,Tamil Nadu,Krishnagiri,635307,2,23
09-12-2025,Tamil Nadu,Krishnagiri,636902,0,5
11-12-2025,Tamil Nadu,Krishnagiri,635101,0,8
11-12-2025,Tamil Nadu,Krishnagiri,635109,7,71
11-12-2025,Tamil Nadu,Krishnagiri,635114,0,6
11-12-2025,Tamil Nadu,Krishnagiri,635122,1,11
11-12-2025,Tamil Nadu,Krishnagiri,635126,3,38
11-12-2025,Tamil Nadu,Krishnagiri,635203,3,28
11-12-2025,Tamil Nadu,Krishnagiri,635304,0,9
20-12-2025,Tamil Nadu,Krishnagiri,635105,0,9
20-12-2025,Tamil Nadu,Krishnagiri,635107,0,25
20-12-2025,Tamil Nadu,Krishnagiri,635110,1,18
20-12-2025,Tamil Nadu,Krishnagiri,635117,5,21
20-12-2025,Tamil Nadu,Krishnagiri,635126,2,19
20-12-2025,Tamil Nadu,Krishnagiri,635204,1,8
20-12-2025,Tamil Nadu,Krishnagiri,635207,0,10
20-12-2025,Tamil Nadu,Krishnagiri,635306,0,6
19-12-2025,Tamil Nadu,Krishnagiri,635002,0,6
19-12-2025,Tamil Nadu,Krishnagiri,635105,2,10
19-12-2025,Tamil Nadu,Krishnagiri,635108,1,4
19-12-2025,Tamil Nadu,Krishnagiri,635111,0,2
19-12-2025,Tamil Nadu,Krishnagiri,635203,2,19
19-12-2025,Tamil Nadu,Krishnagiri,635204,0,9
19-12-2025,Tamil Nadu,Krishnagiri,635307,4,16
19-12-2025,Tamil Nadu,Krishnagiri,636806,1,3
14-12-2025,Tamil Nadu,Krishnagiri,635001,0,7
14-12-2025,Tamil Nadu,Krishnagiri,635102,0,3
14-12-2025,Tamil Nadu,Krishnagiri,635108,0,2
14-12-2025,Tamil Nadu,Krishnagiri,635120,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635123,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635206,0,2
14-12-2025,Tamil Nadu,Krishnagiri,635306,0,3
14-12-2025,Tamil Nadu,Krishnagiri,635307,0,1
13-12-2025,Tamil Nadu,Krishnagiri,635108,2,4
13-12-2025,Tamil Nadu,Krishnagiri,635112,4,26
13-12-2025,Tamil Nadu,Krishnagiri,635116,1,14
13-12-2025,Tamil Nadu,Krishnagiri,635117,4,24
13-12-2025,Tamil Nadu,Krishnagiri,635118,0,8
13-12-2025,Tamil Nadu,Krishnagiri,635304,2,6
13-12-2025,Tamil Nadu,Krishnagiri,635307,2,15
17-12-2025,Tamil Nadu,Krishnagiri,635107,0,26
17-12-2025,Tamil Nadu,Krishnagiri,635110,0,11
17-12-2025,Tamil Nadu,Krishnagiri,635122,0,12
17-12-2025,Tamil Nadu,Krishnagiri,635123,2,2
17-12-2025,Tamil Nadu,Krishnagiri,635203,1,26
16-12-2025,Tamil Nadu,Krishnagiri,635001,3,34
16-12-2025,Tamil Nadu,Krishnagiri,635102,0,2
16-12-2025,Tamil Nadu,Krishnagiri,635103,3,15
16-12-2025,Tamil Nadu,Krishnagiri,635113,0,18
16-12-2025,Tamil Nadu,Krishnagiri,635114,0,5
16-12-2025,Tamil Nadu,Krishnagiri,635123,0,9
10-12-2025,Tamil Nadu,Krishnagiri,635002,0,6
10-12-2025,Tamil Nadu,Krishnagiri,635108,0,7
10-12-2025,Tamil Nadu,Krishnagiri,635110,0,19
10-12-2025,Tamil Nadu,Krishnagiri,635118,2,5
10-12-2025,Tamil Nadu,Krishnagiri,635120,1,8
10-12-2025,Tamil Nadu,Krishnagiri,635126,10,25
21-12-2025,Tamil Nadu,Krishnagiri,635306,0,4
29-11-2025,Tamil Nadu,Krishnagiri,636806,2,1
28-12-2025,Tamil Nadu,Krishnagiri,635001,7,40
28-12-2025,Tamil Nadu,Krishnagiri,635101,1,3
28-12-2025,Tamil Nadu,Krishnagiri,635105,2,4
28-12-2025,Tamil Nadu,Krishnagiri,635107,4,10
28-12-2025,Tamil Nadu,Krishnagiri,635110,2,15
28-12-2025,Tamil Nadu,Krishnagiri,635112,3,20
28-12-2025,Tamil Nadu,Krishnagiri,635117,4,13
28-12-2025,Tamil Nadu,Krishnagiri,635123,1,0
28-12-2025,Tamil Nadu,Krishnagiri,635126,3,20
28-12-2025,Tamil Nadu,Krishnagiri,635203,1,17
28-12-2025,Tamil Nadu,Krishnagiri,635304,3,7
28-12-2025,Tamil Nadu,Krishnagiri,635307,2,6
12-12-2025,Tamil Nadu,Krishnagiri,635002,2,15
12-12-2025,Tamil Nadu,Krishnagiri,635105,1,8
12-12-2025,Tamil Nadu,Krishnagiri,635112,3,26
12-12-2025,Tamil Nadu,Krishnagiri,635114,0,9
12-12-2025,Tamil Nadu,Krishnagiri,635115,2,12
12-12-2025,Tamil Nadu,Krishnagiri,635123,0,6
12-12-2025,Tamil Nadu,Krishnagiri,635206,3,15
12-12-2025,Tamil Nadu,Krishnagiri,635207,2,24
12-12-2025,Tamil Nadu,Krishnagiri,635307,2,22
12-12-2025,Tamil Nadu,Krishnagiri,636902,0,4
03-12-2025,Tamil Nadu,Krishnagiri,635101,0,4
03-12-2025,Tamil Nadu,Krishnagiri,635102,0,4
03-12-2025,Tamil Nadu,Krishnagiri,635104,1,26
03-12-2025,Tamil Nadu,Krishnagiri,635108,2,8
03-12-2025,Tamil Nadu,Krishnagiri,635112,5,17
03-12-2025,Tamil Nadu,Krishnagiri,635114,1,6
03-12-2025,Tamil Nadu,Krishnagiri,635118,1,8
03-12-2025,Tamil Nadu,Krishnagiri,635121,11,16
03-12-2025,Tamil Nadu,Krishnagiri,635206,1,13
03-12-2025,Tamil Nadu,Krishnagiri,635207,13,22
06-12-2025,Tamil Nadu,Krishnagiri,635106,0,1
06-12-2025,Tamil Nadu,Krishnagiri,635118,0,11
06-12-2025,Tamil Nadu,Krishnagiri,635120,3,13
06-12-2025,Tamil Nadu,Krishnagiri,635201,0,11
04-12-2025,Tamil Nadu,Krishnagiri,635001,4,44
04-12-2025,Tamil Nadu,Krishnagiri,635104,5,28
04-12-2025,Tamil Nadu,Krishnagiri,635108,0,9
04-12-2025,Tamil Nadu,Krishnagiri,635122,1,7
04-12-2025,Tamil Nadu,Krishnagiri,635207,2,20
04-12-2025,Tamil Nadu,Krishnagiri,635307,25,31
05-12-2025,Tamil Nadu,Krishnagiri,635001,4,38
05-12-2025,Tamil Nadu,Krishnagiri,635104,2,14
05-12-2025,Tamil Nadu,Krishnagiri,635117,1,18
05-12-2025,Tamil Nadu,Krishnagiri,635118,0,15
05-12-2025,Tamil Nadu,Krishnagiri,635204,3,7
05-12-2025,Tamil Nadu,Krishnagiri,635307,16,20
07-12-2025,Tamil Nadu,Krishnagiri,635107,0,10
07-12-2025,Tamil Nadu,Krishnagiri,635112,1,4
07-12-2025,Tamil Nadu,Krishnagiri,635124,0,2
07-12-2025,Tamil Nadu,Krishnagiri,635203,0,9
07-12-2025,Tamil Nadu,Krishnagiri,636806,0,1
